employee_id,stop_name,stop_lat,stop_lon,distance_to_stop_m
125.0,"Ammersbek, Pumpenhaus",53.7063019,10.226988,374.8
126.0,Brookweg,53.825091,9.944379,317.5
127.0,"Rellingen, Klaus-Groth-Straße",53.659890399999995,9.835113699999999,52.1
128.0,"Appen-Etz, Denkmal",53.634392299999995,9.7507319,159.9
129.0,"Garstedt, Zwijndrechtring",53.71109,9.98582,191.6
130.0,Hammoor Hoppenbrook,53.7082123,10.3177921,1362.9
131.0,An der Krückau,53.827231,9.957798,253.0
132.0,"Ammersbek, Bramkampredder",53.705258799999996,10.2067406,121.8
133.0,Schulterblatt,53.563937499999994,9.961053099999999,51.8
134.0,Ellerau,53.750144,9.923374,338.5
135.0,"Heidgraben, Dorfstraße",53.709904099999996,9.6783257,679.8
136.0,Bargfeld-Stegen Steinklinken,53.768062,10.239063999999999,35.4
137.0,U Buchenkamp,53.653057999999994,10.186605,164.8
138.0,Grundschule,53.365973,10.127673,160.6
139.0,"Hüttblek, Hökerbarg",53.8398319,10.073423499999999,1041.4
140.0,Klein Offenseth Austraße,53.8055269,9.6930302,810.7
141.0,"Lutzhorn, Hinterm Holz",53.824908,9.766669600000002,1299.8
142.0,"Quickborn, Ärztezentrum",53.735236799999996,9.9030638,542.9
143.0,Travenbrück-Vinzier Siedlung,53.816783,10.310528999999999,553.5
144.0,Ahrensburg West,53.6645878,10.2198107,81.4
145.0,Wakendorf II Schule,53.783609999999996,10.08314,1643.7
146.0,Seumestraße,53.5729308,10.054793,87.9
147.0,"Stemwarde, Feuerwache",53.57042,10.242149999999999,247.7
148.0,Sprenge/Mittelweg,53.691440500000006,10.3897388,1271.7
149.0,Lola-Rogge-Platz,53.5375356,10.013266,79.8
150.0,"Egenbüttel, Kellerstraße",53.64741,9.87219,502.6
151.0,"Moorrege, Lehmkuhlweg",53.66229,9.69295,425.9
152.0,"Quickborn, Elsenseestraße",53.725807599999996,9.923969,232.4
153.0,Köhlbrandhöft,53.539893,9.938117,949.6
154.0,"Bad Oldesloe, Schanzenbarg 2",53.8090688,10.3990791,31.0
155.0,"Lutzhorn, Schule",53.8254308,9.7761859,179.2
156.0,"Quickborn-Heide, Lerchenweg",53.7532941,9.9389066,251.9
157.0,Maschen Gutenbergstraße,53.399662899999996,10.047451899999999,61.4
158.0,"Halstenbek, Heidkampstwiete",53.62348,9.82386,54.1
159.0,"Quickborn, Tangstedter Straße",53.723506699999994,9.8865944,1452.6
160.0,"Wentorf, An der Lohe",53.495300799999995,10.271922799999999,1140.9
161.0,"Ulzburg, Ulzburger Straße",53.804460999999996,9.984226999999999,107.9
162.0,"Ahrensburg, Pionierweg",53.645464,10.2206078,67.1
163.0,Braak Dorfstraße,53.610085399999996,10.2435507,396.3
164.0,"Lütjensee, Dornredder",53.654822499999995,10.3665235,127.2
165.0,Vogelhüttendeich,53.5159666,9.9934086,55.1
166.0,"Wedel, Hauentwiete",53.6034928,9.6787396,416.5
167.0,"Bargteheide, Schlehenbusch",53.728190399999995,10.2512931,109.5
168.0,Museum am Rothenbaum,53.5684292,9.9883743,285.4
169.0,Industriestraße,53.51705,9.98207,371.2
170.0,"Wentorf, Kirschkoppel",53.495323299999995,10.2651138,161.4
171.0,Hittfeld Theodor-Fontane-Straße,53.38494000000001,9.98946,216.4
172.0,"Garstedt, Harthagen",53.697706999999994,9.976737,98.6
173.0,"Großhansdorf, Rosenhof",53.6657285,10.2906087,459.0
174.0,"Bargteheide, Schlehenbusch",53.728190399999995,10.2512931,121.7
175.0,Havighorster Redder (West),53.527615,10.135364,590.9
176.0,U Burgstraße,53.5552551,10.0429207,239.5
177.0,Talweg,53.3777623,9.9624171,631.5
178.0,Kisdorf Regel,53.816942399999995,10.054693499999999,263.8
179.0,"Groß Nordende, Am Gemeindezentrum",53.705349999999996,9.64843,111.1
180.0,Kamerunweg,53.5274526,9.9858367,163.3
181.0,Quickborn(Kr Pinneberg),53.728552,9.903668,240.8
182.0,Böttgerstraße,53.568486799999995,9.9955153,155.2
183.0,"Uetersen, Langes Tannen",53.69151,9.67607,200.3
184.0,Ohrnsweg,53.4739601,9.8215489,123.3
185.0,Kaltenkirchen Maybachstraße,53.817682,9.9681026,129.1
186.0,,,,
187.0,"Borstel, Brücke",53.6804317,9.8007265,203.4
188.0,"Bargteheide, Am Steinkreuz",53.733196,10.2691568,187.4
189.0,"Bargteheide, Breslauer Straße",53.7357194,10.2709908,40.2
190.0,"Hemdingen, Beiderwand",53.7661891,9.8458373,912.1
191.0,Behnstraße,53.5460441,9.9430906,57.3
192.0,"Ahrenlohe, Hörnweg",53.708821799999996,9.7411576,471.7
193.0,"Tornesch, Fritz-Reuter-Schule",53.7023307,9.7182243,873.1
194.0,"Ahrensburg, Brombeerweg",53.640266999999994,10.212176999999999,241.6
195.0,"Quickborn, Rotdornweg (Nord)",53.733267299999994,9.9167451,291.3
196.0,Hartenholm Heuweg,53.8897714,10.0652581,1276.1
197.0,"Reinbek, Sachsenwaldschule",53.5145503,10.2495844,218.1
198.0,"Moorrege, Grothar",53.6696295,9.6821717,92.4
199.0,"Pinneberg, Wedeler Weg",53.6576265,9.7777409,548.4
200.0,"Dammhausen, Dammhauser Straße 99",53.48852900000001,9.6674464,87.5
201.0,"Oststeinbek, Uferstraße",53.5411253,10.1701597,179.0
202.0,Eva-Rühmkorf-Straße,53.561437999999995,9.9405658,342.9
203.0,Zimmerstraße,53.5747833,10.015017499999999,142.5
204.0,"Tornesch, Fritz-Reuter-Schule",53.7023307,9.7182243,70.1
205.0,"Neuschönningstedt, Tannenallee",53.554713899999996,10.2506626,106.2
206.0,Klinikum Nord (Heidberg),53.675331899999996,10.0283454,187.3
207.0,Fiskalische Straße (Energieberg),53.516170699999996,10.0203692,279.1
208.0,"Wohltorf, Vor den Hegen",53.518605199999996,10.3122291,152.6
209.0,"Quickborn, Eichenweg",53.7283784,9.9180478,358.8
210.0,Altonaer Poststraße,53.5499272,9.9404526,155.9
211.0,"Ahrensburg, Norderoogstieg",53.68927,10.25048,358.4
212.0,"Maschen, Am Alten Sportplatz",53.3813025,10.036471500000001,165.0
213.0,Haempten,53.5118363,10.1928839,127.0
214.0,"Klein Hansdorf, Am Wischhof",53.720317699999995,10.2130195,368.2
215.0,Große Straße,53.45052,9.92382,333.7
216.0,"Quickborn, Tangstedter Straße",53.723506699999994,9.8865944,1452.6
217.0,Bargfeld-Stegen Brooklande,53.770027,10.186077,278.1
218.0,Sülldorf,53.581123999999996,9.7973603,280.8
219.0,Oststeinbeker Weg (Mitte),53.5384211,10.140043499999999,112.3
220.0,"Holm, Schulstraße",53.6209254,9.6725775,161.0
221.0,"Reinbek, Büchsenschinken",53.5609028,10.2897682,32.5
222.0,"Hoisdorf, Bahnhofstraße",53.6451315,10.3302715,306.2
223.0,Davidstraße,53.549584599999996,9.9616502,115.0
224.0,"Hüttblek, Hökerbarg",53.8398319,10.073423499999999,687.8
225.0,"Henstedt, Ostpreußenstraße",53.78969,9.995429999999999,349.7
226.0,Quickborn Süd,53.7229959,9.9074606,1470.0
227.0,"Barmstedt, Königsberger Straße",53.79918,9.76769,366.7
228.0,Kattendorf Feuerwehr,53.843628499999994,10.0235343,394.7
229.0,"Ellerhoop, Thiensener Weg",53.7287792,9.771900900000002,217.6
230.0,"Langelohe, Kindergarten",53.600601399999995,10.2746781,470.3
231.0,"Egenbüttel, Kellerstraße",53.6464011,9.8720022,224.9
232.0,Hammoor Alte Dorfstraße,53.7140783,10.3122045,228.0
233.0,"Barsbüttel, Willinghusen (Kehre)",53.563764799999994,10.2111591,98.3
234.0,Bad Oldesloe Meddelskamp,53.8034167,10.3620685,82.2
235.0,Grindelhof,53.5673776,9.9807024,83.8
236.0,"Wohltorf, Waldkamp",53.5135283,10.305665099999999,974.5
237.0,"Ellerbek, Dubenhorst",53.6593004,9.8749158,419.0
238.0,"Glashütte, Friedhof",53.682884699999995,10.0462697,160.1
239.0,"Glinde, Gerhart-Hauptmann-Weg",53.5436853,10.2046114,244.0
240.0,Trettaustraße,53.493649999999995,9.989519999999999,260.3
241.0,"Ahrenlohe, Hörnweg",53.708821799999996,9.7411576,749.0
242.0,"Langeln, Hohenufer",53.7938766,9.8464098,1638.8
243.0,"Renzel, Krehlohweg",53.717884,9.8561824,1724.4
244.0,Kaltenkirchen An der Krückau,53.8271425,9.958130100000002,51.5
245.0,"Garstedt, Zwijndrechtring",53.71109,9.98582,105.8
246.0,"Uetersen, Klaus-Groth-Straße",53.6897908,9.6648021,431.5
247.0,Schmalfeld Schmalfelder Au,53.88214,9.982009999999999,1795.2
248.0,"Lutzhorn, Wendlohe",53.8212486,9.7960008,1281.8
249.0,"Barmstedt, Markt",53.7890595,9.7694495,176.0
250.0,"Wedel, Ernst-Barlach-Schule",53.575886499999996,9.712660399999999,232.0
251.0,"Ahrensburg, Ahrensburger Redder",53.648850599999996,10.253720500000002,213.1
252.0,Kisdorf An de Loh,53.8105392,10.0200707,371.3
253.0,"Wedel, Grenzweg",53.570610599999995,9.7328192,79.3
254.0,"Bargteheide, Zu den Fischteichen",53.72061660000001,10.2580672,89.0
255.0,Spaldingstraße,53.547768,10.0129707,165.1
256.0,"Delingsdorf, Dorfstraße",53.70809,10.25187,358.1
257.0,"Klein Nordende, Voßbarg",53.720847199999994,9.660571599999999,402.4
258.0,"Hittfeld, Schwarzer Weg",53.394472799999996,9.982727599999999,146.6
259.0,"Lasbek-Dorf, Schulstraße",53.733571999999995,10.366137799999999,540.2
260.0,Bundesstraße,53.568887,9.973250000000002,27.8
261.0,"Glinde, Olande",53.544979999999995,10.225259999999999,144.7
262.0,Lentföhrden Otterbraack,53.869019599999994,9.8907373,305.5
263.0,Schulweg,53.5748378,9.9583303,161.0
264.0,"Hoisdorf, Am Eichenhain",53.659827,10.308739,280.7
265.0,Wulmstorf(Niederelbe) Hellbergweg,53.443380499999996,9.8053505,55.8
266.0,Schule,53.471004099999995,10.310731599999999,383.4
267.0,"Ramelsloh, Hinter den Höfen",53.3441676,10.0277868,129.8
268.0,Königsberger Straße,53.3618889,10.1232848,377.9
269.0,Kattendorf Weeden,53.839627699999994,10.0425937,825.5
270.0,Ammersbek Schäferdresch,53.70818440000001,10.21134,216.4
271.0,"Pinneberg, Hunnenbarg",53.6316577,9.796166699999999,244.9
272.0,"Pinneberg, Beim Ratsberg",53.675335499999996,9.793581699999999,356.4
273.0,"Neu Wulmstorf, Ernst-Moritz-Arndt-Straße",53.465448599999995,9.783511299999999,154.9
274.0,"Borstel, Brücke",53.6804317,9.8007265,79.0
275.0,"Schmalenbeck, Papenwisch",53.6462685,10.2787385,125.3
276.0,Oetjendorf Eichenweg,53.678378200000004,10.338244999999999,283.0
277.0,"Rellingen, Theodor-Storm-Straße",53.660700000000006,9.8311,26.1
278.0,Rahewinkel,53.5228135,10.155299000000001,183.0
279.0,Grasweg 5,53.3898795,10.098198,131.1
280.0,"Pinneberg, Mühlenstraße",53.6595106,9.7865888,234.5
281.0,"Tangstedt (PI), Denkmal",53.676235,9.843483100000002,43.0
282.0,"Quickborn, Rotdornweg (Nord)",53.733259999999994,9.916810000000002,572.0
283.0,"Kisdorf, Hüttbleker Weg",53.8154213,10.0426757,38.3
284.0,Eva-Rühmkorf-Straße,53.561437999999995,9.9405658,82.2
285.0,"Barsbüttel, Hanskampring",53.5782365,10.1918999,580.6
286.0,Terminal O'Swaldkai,53.5292712,10.0130082,178.0
287.0,"Travenbrück, Sühlen",53.860764599999996,10.326065,261.5
288.0,Tremsbüttel Fischbeker Weg,53.7494394,10.3086074,48.3
289.0,"Rade (OD), Schule",53.733184,10.125731,750.5
290.0,Krabbenkamp,53.52485550000001,10.297409,152.6
291.0,"Glashütte, Robert-Koch-Straße (Nord)",53.6879485,10.051305099999999,1286.7
292.0,U Feldstraße,53.557341,9.969249,124.7
293.0,Thesdorf,53.644230199999996,9.8140635,370.2
294.0,"Stegelkamp, Am Endern",53.78971,10.06406,922.0
295.0,Aurubis Werk Ost,53.5152949,10.0344439,461.3
296.0,Schmalenbeck,53.653199099999995,10.2611942,185.9
297.0,Thesdorf,53.644230199999996,9.8140635,144.2
298.0,"Tangstedt (OD), Herrendamm",53.730130599999995,10.079752100000002,114.6
299.0,"Oststeinbek, Helmut-Landt-Weg",53.54878,10.16453,504.1
300.0,Rotenhäuser Straße,53.504504,9.992045,391.4
